script_id,outcome,question,gold,predicted,agree,confidence,confidence_band
script_05,HUMAN_REVIEW,needs_human_review,False,True,False,0.7131,medium
script_06,HUMAN_REVIEW,migration_complexity,low,medium,False,0.4939,low
script_06,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5443,low
script_06,HUMAN_REVIEW,has_subquery,False,False,True,0.8074,medium
script_06,HUMAN_REVIEW,has_window_function,False,False,True,0.8736,high
script_06,HUMAN_REVIEW,multi_source,True,True,True,0.9167,high
script_06,HUMAN_REVIEW,needs_human_review,False,True,False,0.818,medium
script_07,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5157,low
script_07,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.6158,medium
script_07,HUMAN_REVIEW,has_subquery,False,False,True,0.8162,medium
script_07,HUMAN_REVIEW,has_window_function,False,False,True,0.8611,high
script_07,HUMAN_REVIEW,multi_source,True,True,True,0.9118,high
script_07,HUMAN_REVIEW,needs_human_review,False,True,False,0.5094,low
script_08,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5337,low
script_08,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.529,low
script_08,HUMAN_REVIEW,has_subquery,False,False,True,0.7867,medium
script_08,HUMAN_REVIEW,has_window_function,False,False,True,0.8553,high
script_08,HUMAN_REVIEW,multi_source,True,True,True,0.9354,high
script_08,HUMAN_REVIEW,needs_human_review,True,True,True,0.715,medium
script_09,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5461,low
script_09,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.4929,low
script_09,HUMAN_REVIEW,has_subquery,False,False,True,0.6546,medium
script_09,HUMAN_REVIEW,has_window_function,False,False,True,0.8387,medium
script_09,HUMAN_REVIEW,multi_source,False,False,True,0.8033,medium
script_09,HUMAN_REVIEW,needs_human_review,True,True,True,0.7223,medium
script_10,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5436,low
script_10,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.6078,medium
script_10,HUMAN_REVIEW,has_subquery,False,False,True,0.6121,medium
script_10,HUMAN_REVIEW,has_window_function,True,False,False,0.6693,medium
script_10,HUMAN_REVIEW,multi_source,False,False,True,0.5463,low
script_10,HUMAN_REVIEW,needs_human_review,False,True,False,0.6892,medium
script_11,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5157,low
script_11,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.6158,medium
script_11,HUMAN_REVIEW,has_subquery,False,False,True,0.8162,medium
script_11,HUMAN_REVIEW,has_window_function,False,False,True,0.8611,high
script_11,HUMAN_REVIEW,multi_source,True,True,True,0.9118,high
script_11,HUMAN_REVIEW,needs_human_review,False,True,False,0.5094,low
script_12,HUMAN_REVIEW,migration_complexity,low,medium,False,0.55,low
script_12,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.6213,medium
script_12,HUMAN_REVIEW,has_subquery,False,False,True,0.6298,medium
script_12,HUMAN_REVIEW,has_window_function,True,False,False,0.6543,medium
script_12,HUMAN_REVIEW,multi_source,False,False,True,0.5358,low
script_12,HUMAN_REVIEW,needs_human_review,False,True,False,0.6784,medium
script_13,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5436,low
script_13,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.6078,medium
script_13,HUMAN_REVIEW,has_subquery,False,False,True,0.6121,medium
script_13,HUMAN_REVIEW,has_window_function,True,False,False,0.6693,medium
script_13,HUMAN_REVIEW,multi_source,False,False,True,0.5463,low
script_13,HUMAN_REVIEW,needs_human_review,False,True,False,0.6892,medium
script_14,HUMAN_REVIEW,migration_complexity,low,medium,False,0.587,low
script_14,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5884,low
script_14,HUMAN_REVIEW,has_subquery,True,True,True,0.6757,medium
script_14,HUMAN_REVIEW,has_window_function,False,False,True,0.9038,high
script_14,HUMAN_REVIEW,multi_source,True,True,True,0.928,high
script_14,HUMAN_REVIEW,needs_human_review,True,True,True,0.6597,medium
script_15,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5186,low
script_15,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5154,low
script_15,HUMAN_REVIEW,has_subquery,False,False,True,0.7335,medium
script_15,HUMAN_REVIEW,has_window_function,False,False,True,0.8876,high
script_15,HUMAN_REVIEW,multi_source,True,True,True,0.8732,high
script_15,HUMAN_REVIEW,needs_human_review,True,True,True,0.7285,medium
script_16,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5341,low
script_16,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5142,low
script_16,HUMAN_REVIEW,has_subquery,False,False,True,0.7368,medium
script_16,HUMAN_REVIEW,has_window_function,False,False,True,0.8819,high
script_16,HUMAN_REVIEW,multi_source,True,True,True,0.8737,high
script_16,HUMAN_REVIEW,needs_human_review,False,True,False,0.7105,medium
script_17,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5341,low
script_17,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5142,low
script_17,HUMAN_REVIEW,has_subquery,False,False,True,0.7368,medium
script_17,HUMAN_REVIEW,has_window_function,False,False,True,0.8819,high
script_17,HUMAN_REVIEW,multi_source,True,True,True,0.8737,high
script_17,HUMAN_REVIEW,needs_human_review,False,True,False,0.7105,medium
script_18,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6193,medium
script_18,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5269,low
script_18,HUMAN_REVIEW,has_subquery,False,False,True,0.8032,medium
script_18,HUMAN_REVIEW,has_window_function,True,False,False,0.6057,medium
script_18,HUMAN_REVIEW,multi_source,False,True,False,0.508,low
script_18,HUMAN_REVIEW,needs_human_review,True,False,False,0.5654,low
script_19,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6258,medium
script_19,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.622,medium
script_19,HUMAN_REVIEW,has_subquery,False,False,True,0.7728,medium
script_19,HUMAN_REVIEW,has_window_function,False,False,True,0.8909,high
script_19,HUMAN_REVIEW,multi_source,False,False,True,0.6346,medium
script_19,HUMAN_REVIEW,needs_human_review,True,True,True,0.6006,medium
script_20,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6206,medium
script_20,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5718,low
script_20,HUMAN_REVIEW,has_subquery,True,True,True,0.6325,medium
script_20,HUMAN_REVIEW,has_window_function,False,False,True,0.8855,high
script_20,HUMAN_REVIEW,multi_source,False,False,True,0.5788,low
script_20,HUMAN_REVIEW,needs_human_review,True,True,True,0.6278,medium
script_21,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5818,low
script_21,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5914,low
script_21,HUMAN_REVIEW,has_subquery,True,True,True,0.827,medium
script_21,HUMAN_REVIEW,has_window_function,False,False,True,0.8766,high
script_21,HUMAN_REVIEW,multi_source,False,True,False,0.6724,medium
script_21,HUMAN_REVIEW,needs_human_review,True,False,False,0.6823,medium
script_22,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5305,low
script_22,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5632,low
script_22,HUMAN_REVIEW,has_subquery,False,False,True,0.7418,medium
script_22,HUMAN_REVIEW,has_window_function,False,False,True,0.8768,high
script_22,HUMAN_REVIEW,multi_source,True,False,False,0.5779,low
script_22,HUMAN_REVIEW,needs_human_review,False,True,False,0.727,medium
script_23,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5246,low
script_23,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5463,low
script_23,HUMAN_REVIEW,has_subquery,False,False,True,0.7948,medium
script_23,HUMAN_REVIEW,has_window_function,False,False,True,0.8534,high
script_23,HUMAN_REVIEW,multi_source,True,True,True,0.805,medium
script_23,HUMAN_REVIEW,needs_human_review,True,True,True,0.628,medium
script_24,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6392,medium
script_24,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6191,medium
script_24,HUMAN_REVIEW,has_subquery,True,True,True,0.5125,low
script_24,HUMAN_REVIEW,has_window_function,False,False,True,0.911,high
script_24,HUMAN_REVIEW,multi_source,True,True,True,0.9127,high
script_24,HUMAN_REVIEW,needs_human_review,True,False,False,0.5144,low
script_25,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5625,low
script_25,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5833,low
script_25,HUMAN_REVIEW,has_subquery,True,True,True,0.859,high
script_25,HUMAN_REVIEW,has_window_function,False,False,True,0.8795,high
script_25,HUMAN_REVIEW,multi_source,True,True,True,0.6948,medium
script_25,HUMAN_REVIEW,needs_human_review,False,True,False,0.6909,medium
script_26,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5873,low
script_26,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5102,low
script_26,HUMAN_REVIEW,has_subquery,False,False,True,0.8081,medium
script_26,HUMAN_REVIEW,has_window_function,True,True,True,0.5269,low
script_26,HUMAN_REVIEW,multi_source,True,True,True,0.9245,high
script_26,HUMAN_REVIEW,needs_human_review,True,False,False,0.5319,low
script_27,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6387,medium
script_27,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.617,medium
script_27,HUMAN_REVIEW,has_subquery,True,False,False,0.5191,low
script_27,HUMAN_REVIEW,has_window_function,False,False,True,0.9244,high
script_27,HUMAN_REVIEW,multi_source,True,True,True,0.8869,high
script_27,HUMAN_REVIEW,needs_human_review,True,False,False,0.5732,low
script_28,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6318,medium
script_28,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6918,medium
script_28,HUMAN_REVIEW,has_subquery,True,True,True,0.6989,medium
script_28,HUMAN_REVIEW,has_window_function,False,False,True,0.8715,high
script_28,HUMAN_REVIEW,multi_source,False,False,True,0.8641,high
script_28,HUMAN_REVIEW,needs_human_review,True,True,True,0.5429,low
script_29,HUMAN_REVIEW,migration_complexity,low,medium,False,0.6276,medium
script_29,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6092,medium
script_29,HUMAN_REVIEW,has_subquery,True,False,False,0.5427,low
script_29,HUMAN_REVIEW,has_window_function,False,False,True,0.9176,high
script_29,HUMAN_REVIEW,multi_source,True,True,True,0.9149,high
script_29,HUMAN_REVIEW,needs_human_review,True,False,False,0.5344,low
script_30,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5827,low
script_30,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5834,low
script_30,HUMAN_REVIEW,has_subquery,True,True,True,0.509,low
script_30,HUMAN_REVIEW,has_window_function,False,False,True,0.906,high
script_30,HUMAN_REVIEW,multi_source,True,True,True,0.9363,high
script_30,HUMAN_REVIEW,needs_human_review,False,True,False,0.5985,low
script_31,HUMAN_REVIEW,migration_complexity,low,medium,False,0.5842,low
script_31,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6029,medium
script_31,HUMAN_REVIEW,has_subquery,True,True,True,0.8244,medium
script_31,HUMAN_REVIEW,has_window_function,False,False,True,0.8704,high
script_31,HUMAN_REVIEW,multi_source,False,True,False,0.6716,medium
script_31,HUMAN_REVIEW,needs_human_review,True,False,False,0.6549,medium
script_32,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6054,medium
script_32,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5676,low
script_32,HUMAN_REVIEW,has_subquery,True,True,True,0.7198,medium
script_32,HUMAN_REVIEW,has_window_function,False,False,True,0.8807,high
script_32,HUMAN_REVIEW,multi_source,True,True,True,0.7348,medium
script_32,HUMAN_REVIEW,needs_human_review,False,True,False,0.6305,medium
script_33,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6284,medium
script_33,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.6416,medium
script_33,HUMAN_REVIEW,has_subquery,True,False,False,0.5701,low
script_33,HUMAN_REVIEW,has_window_function,False,False,True,0.8667,high
script_33,HUMAN_REVIEW,multi_source,True,True,True,0.9044,high
script_33,HUMAN_REVIEW,needs_human_review,True,False,False,0.6701,medium
script_34,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.589,low
script_34,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5005,low
script_34,HUMAN_REVIEW,has_subquery,False,False,True,0.5301,low
script_34,HUMAN_REVIEW,has_window_function,False,False,True,0.8132,medium
script_34,HUMAN_REVIEW,multi_source,True,True,True,0.7457,medium
script_34,HUMAN_REVIEW,needs_human_review,True,True,True,0.5686,low
script_35,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6476,medium
script_35,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6292,medium
script_35,HUMAN_REVIEW,has_subquery,True,False,False,0.7025,medium
script_35,HUMAN_REVIEW,has_window_function,True,False,False,0.789,medium
script_35,HUMAN_REVIEW,multi_source,False,True,False,0.5317,low
script_35,HUMAN_REVIEW,needs_human_review,True,False,False,0.5228,low
script_36,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6069,medium
script_36,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.55,low
script_36,HUMAN_REVIEW,has_subquery,True,True,True,0.6312,medium
script_36,HUMAN_REVIEW,has_window_function,True,True,True,0.6688,medium
script_36,HUMAN_REVIEW,multi_source,True,True,True,0.9524,high
script_36,HUMAN_REVIEW,needs_human_review,True,True,True,0.6736,medium
script_37,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5899,low
script_37,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5602,low
script_37,HUMAN_REVIEW,has_subquery,True,True,True,0.6666,medium
script_37,HUMAN_REVIEW,has_window_function,False,False,True,0.888,high
script_37,HUMAN_REVIEW,multi_source,True,True,True,0.6553,medium
script_37,HUMAN_REVIEW,needs_human_review,False,True,False,0.6173,medium
script_38,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5611,low
script_38,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5294,low
script_38,HUMAN_REVIEW,has_subquery,False,False,True,0.7331,medium
script_38,HUMAN_REVIEW,has_window_function,False,False,True,0.8902,high
script_38,HUMAN_REVIEW,multi_source,True,False,False,0.5188,low
script_38,HUMAN_REVIEW,needs_human_review,True,True,True,0.7058,medium
script_39,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5841,low
script_39,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5261,low
script_39,HUMAN_REVIEW,has_subquery,True,True,True,0.7372,medium
script_39,HUMAN_REVIEW,has_window_function,True,False,False,0.6895,medium
script_39,HUMAN_REVIEW,multi_source,True,True,True,0.9581,high
script_39,HUMAN_REVIEW,needs_human_review,False,True,False,0.5314,low
script_40,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5606,low
script_40,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5272,low
script_40,HUMAN_REVIEW,has_subquery,False,False,True,0.6821,medium
script_40,HUMAN_REVIEW,has_window_function,False,False,True,0.8417,medium
script_40,HUMAN_REVIEW,multi_source,True,True,True,0.8289,medium
script_40,HUMAN_REVIEW,needs_human_review,True,True,True,0.5488,low
script_41,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6165,medium
script_41,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.645,medium
script_41,HUMAN_REVIEW,has_subquery,True,True,True,0.8243,medium
script_41,HUMAN_REVIEW,has_window_function,False,False,True,0.9141,high
script_41,HUMAN_REVIEW,multi_source,True,True,True,0.8701,high
script_41,HUMAN_REVIEW,needs_human_review,True,True,True,0.5506,low
script_42,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6083,medium
script_42,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5745,low
script_42,HUMAN_REVIEW,has_subquery,True,False,False,0.6186,medium
script_42,HUMAN_REVIEW,has_window_function,False,False,True,0.918,high
script_42,HUMAN_REVIEW,multi_source,True,True,True,0.8884,high
script_42,HUMAN_REVIEW,needs_human_review,True,True,True,0.548,low
script_43,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6079,medium
script_43,HUMAN_REVIEW,rewrite_strategy,redesign,refactor,False,0.667,medium
script_43,HUMAN_REVIEW,has_subquery,True,True,True,0.7217,medium
script_43,HUMAN_REVIEW,has_window_function,True,True,True,0.7027,medium
script_43,HUMAN_REVIEW,multi_source,False,True,False,0.6694,medium
script_43,HUMAN_REVIEW,needs_human_review,True,True,True,0.7125,medium
script_44,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5952,low
script_44,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5544,low
script_44,HUMAN_REVIEW,has_subquery,True,True,True,0.7728,medium
script_44,HUMAN_REVIEW,has_window_function,True,False,False,0.659,medium
script_44,HUMAN_REVIEW,multi_source,True,True,True,0.9578,high
script_44,HUMAN_REVIEW,needs_human_review,False,True,False,0.5869,low
script_45,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5396,low
script_45,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5508,low
script_45,HUMAN_REVIEW,has_subquery,False,False,True,0.7497,medium
script_45,HUMAN_REVIEW,has_window_function,False,False,True,0.8772,high
script_45,HUMAN_REVIEW,multi_source,True,False,False,0.5695,low
script_45,HUMAN_REVIEW,needs_human_review,False,True,False,0.7555,medium
script_46,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5907,low
script_46,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.4947,low
script_46,HUMAN_REVIEW,has_subquery,False,False,True,0.7393,medium
script_46,HUMAN_REVIEW,has_window_function,False,False,True,0.8397,medium
script_46,HUMAN_REVIEW,multi_source,True,True,True,0.887,high
script_46,HUMAN_REVIEW,needs_human_review,True,True,True,0.5239,low
script_47,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5883,low
script_47,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5513,low
script_47,HUMAN_REVIEW,has_subquery,True,True,True,0.6971,medium
script_47,HUMAN_REVIEW,has_window_function,True,False,False,0.6982,medium
script_47,HUMAN_REVIEW,multi_source,True,True,True,0.952,high
script_47,HUMAN_REVIEW,needs_human_review,False,True,False,0.5864,low
script_48,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6402,medium
script_48,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6052,medium
script_48,HUMAN_REVIEW,has_subquery,False,False,True,0.8078,medium
script_48,HUMAN_REVIEW,has_window_function,False,False,True,0.8762,high
script_48,HUMAN_REVIEW,multi_source,True,True,True,0.9204,high
script_48,HUMAN_REVIEW,needs_human_review,True,True,True,0.5324,low
script_49,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6386,medium
script_49,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6266,medium
script_49,HUMAN_REVIEW,has_subquery,True,True,True,0.5581,low
script_49,HUMAN_REVIEW,has_window_function,False,False,True,0.8971,high
script_49,HUMAN_REVIEW,multi_source,True,False,False,0.5461,low
script_49,HUMAN_REVIEW,needs_human_review,True,True,True,0.6322,medium
script_50,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5779,low
script_50,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.4909,low
script_50,HUMAN_REVIEW,has_subquery,False,False,True,0.6355,medium
script_50,HUMAN_REVIEW,has_window_function,False,False,True,0.8453,medium
script_50,HUMAN_REVIEW,multi_source,True,True,True,0.8244,medium
script_50,HUMAN_REVIEW,needs_human_review,True,True,True,0.5521,low
script_51,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6386,medium
script_51,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5923,low
script_51,HUMAN_REVIEW,has_subquery,True,False,False,0.5106,low
script_51,HUMAN_REVIEW,has_window_function,False,False,True,0.9214,high
script_51,HUMAN_REVIEW,multi_source,True,True,True,0.8334,medium
script_51,HUMAN_REVIEW,needs_human_review,True,True,True,0.5808,low
script_52,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5766,low
script_52,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.4971,low
script_52,HUMAN_REVIEW,has_subquery,False,False,True,0.7816,medium
script_52,HUMAN_REVIEW,has_window_function,False,False,True,0.8847,high
script_52,HUMAN_REVIEW,multi_source,True,False,False,0.6774,medium
script_52,HUMAN_REVIEW,needs_human_review,True,True,True,0.6784,medium
script_53,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5221,low
script_53,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5091,low
script_53,HUMAN_REVIEW,has_subquery,True,False,False,0.584,low
script_53,HUMAN_REVIEW,has_window_function,False,False,True,0.8673,high
script_53,HUMAN_REVIEW,multi_source,True,True,True,0.8659,high
script_53,HUMAN_REVIEW,needs_human_review,True,False,False,0.6326,medium
script_54,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5827,low
script_54,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5921,low
script_54,HUMAN_REVIEW,has_subquery,True,True,True,0.811,medium
script_54,HUMAN_REVIEW,has_window_function,False,False,True,0.8963,high
script_54,HUMAN_REVIEW,multi_source,True,False,False,0.5061,low
script_54,HUMAN_REVIEW,needs_human_review,False,True,False,0.6378,medium
script_55,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6448,medium
script_55,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6269,medium
script_55,HUMAN_REVIEW,has_subquery,True,False,False,0.5228,low
script_55,HUMAN_REVIEW,has_window_function,False,False,True,0.8862,high
script_55,HUMAN_REVIEW,multi_source,False,False,True,0.7883,medium
script_55,HUMAN_REVIEW,needs_human_review,True,True,True,0.5273,low
script_56,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5388,low
script_56,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5157,low
script_56,HUMAN_REVIEW,has_subquery,False,False,True,0.7351,medium
script_56,HUMAN_REVIEW,has_window_function,False,False,True,0.8881,high
script_56,HUMAN_REVIEW,multi_source,True,False,False,0.512,low
script_56,HUMAN_REVIEW,needs_human_review,False,True,False,0.7428,medium
script_57,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5175,low
script_57,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5097,low
script_57,HUMAN_REVIEW,has_subquery,True,False,False,0.5132,low
script_57,HUMAN_REVIEW,has_window_function,False,False,True,0.8737,high
script_57,HUMAN_REVIEW,multi_source,True,True,True,0.875,high
script_57,HUMAN_REVIEW,needs_human_review,True,False,False,0.5946,low
script_58,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.546,low
script_58,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.5523,low
script_58,HUMAN_REVIEW,has_subquery,False,False,True,0.7247,medium
script_58,HUMAN_REVIEW,has_window_function,False,False,True,0.8792,high
script_58,HUMAN_REVIEW,multi_source,True,False,False,0.5397,low
script_58,HUMAN_REVIEW,needs_human_review,True,True,True,0.8059,medium
script_59,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5478,low
script_59,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5544,low
script_59,HUMAN_REVIEW,has_subquery,False,False,True,0.7285,medium
script_59,HUMAN_REVIEW,has_window_function,False,False,True,0.881,high
script_59,HUMAN_REVIEW,multi_source,True,False,False,0.5079,low
script_59,HUMAN_REVIEW,needs_human_review,False,True,False,0.7992,medium
script_60,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5303,low
script_60,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5108,low
script_60,HUMAN_REVIEW,has_subquery,False,False,True,0.729,medium
script_60,HUMAN_REVIEW,has_window_function,False,False,True,0.8769,high
script_60,HUMAN_REVIEW,multi_source,True,True,True,0.5984,low
script_60,HUMAN_REVIEW,needs_human_review,False,True,False,0.7423,medium
script_61,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.655,medium
script_61,HUMAN_REVIEW,rewrite_strategy,refactor,refactor,True,0.6239,medium
script_61,HUMAN_REVIEW,has_subquery,True,True,True,0.5135,low
script_61,HUMAN_REVIEW,has_window_function,False,False,True,0.9052,high
script_61,HUMAN_REVIEW,multi_source,True,False,False,0.5455,low
script_61,HUMAN_REVIEW,needs_human_review,True,True,True,0.6085,medium
script_62,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.6004,medium
script_62,HUMAN_REVIEW,rewrite_strategy,lift_and_shift,refactor,False,0.5761,low
script_62,HUMAN_REVIEW,has_subquery,True,True,True,0.6057,medium
script_62,HUMAN_REVIEW,has_window_function,False,False,True,0.9116,high
script_62,HUMAN_REVIEW,multi_source,True,True,True,0.7649,medium
script_62,HUMAN_REVIEW,needs_human_review,False,True,False,0.6302,medium
script_63,HUMAN_REVIEW,migration_complexity,medium,medium,True,0.5706,low
